,source,target,oneway,lanes,bridge,frequency,highway,num of detections,width,osmid,geometry,ref,service,maxspeed,length,access,name,tunnel,log_date
268,4807661893,4807661855,False,,,0.3333333333333333,path,1,,488473706,"LINESTRING (2.6134017 39.5602455, 2.6134815 39.5603396, 2.6135338 39.5604141, 2.6135553 39.5605526)",,,,37.43,,,,"03/11/2020, 19:57:46"
269,4807661893,4807661884,False,,,0.3333333333333333,path,1,,488473717,"LINESTRING (2.6134017 39.5602455, 2.6133051 39.5601344, 2.613167 39.5599912, 2.6129799 39.5598351, 2.6128847 39.559771, 2.6127915 39.5597017, 2.6127063 39.5596557, 2.6126225 39.5596143, 2.6125602 39.5596221, 2.6124824 39.5596681)",,,,111.55,,,,"03/11/2020, 19:57:46"
270,4807661893,4807661898,False,,,0.3333333333333333,path,1,,488473717,"LINESTRING (2.6134017 39.5602455, 2.613501 39.560276, 2.6136344 39.5602688, 2.6137765 39.5602419, 2.6139207 39.5602577, 2.6139757 39.5603125)",,,,53.36200000000001,,,,"03/11/2020, 19:57:46"
271,4807661898,4807661855,False,,,0.3333333333333333,path,1,,488473704,"LINESTRING (2.6139757 39.5603125, 2.6137859 39.560382, 2.6136585 39.5604761, 2.6135553 39.5605526)",,,,45.411,,,,"03/11/2020, 19:57:46"
272,4807661898,4807661893,False,,,0.3333333333333333,path,1,,488473717,"LINESTRING (2.6139757 39.5603125, 2.6139207 39.5602577, 2.6137765 39.5602419, 2.6136344 39.5602688, 2.613501 39.560276, 2.6134017 39.5602455)",,,,53.361999999999995,,,,"03/11/2020, 19:57:46"
273,4807661898,4807662148,False,,,0.3333333333333333,path,1,,488473717,"LINESTRING (2.6139757 39.5603125, 2.614028 39.5604138, 2.6141688 39.5604697, 2.614256 39.5604955, 2.6144491 39.5606227, 2.6145269 39.5606775, 2.6146851 39.5608, 2.6147938 39.5608698, 2.6149829 39.5609411, 2.6151445 39.5610228, 2.6152363 39.5610166, 2.6154342 39.5610088, 2.6156581 39.5609959, 2.6159116 39.560984, 2.616106 39.5609659, 2.6162509 39.560921, 2.6162764 39.5608615, 2.6163763 39.5607974, 2.6164708 39.5606723, 2.6166264 39.5604055, 2.6167471 39.5602127, 2.6168175 39.5601569, 2.616965 39.5600344, 2.6172366 39.5598136, 2.6173855 39.5597252, 2.6175263 39.5596994, 2.6176604 39.5596394, 2.6179206 39.5595515, 2.6181002 39.5595019)",,,,460.6929999999999,,,,"03/11/2020, 19:57:46"
274,317813066,317813053,False,,,0.3333333333333333,track,1,,108910151,"LINESTRING (2.6202502 39.5672361, 2.6201699 39.5672137, 2.6201186 39.5672519, 2.6200224 39.5672234, 2.6198734 39.5671271)",,,,38.935,no,,,"03/11/2020, 19:57:46"
275,317813066,317813079,False,,,0.3333333333333333,track,1,,108910151,"LINESTRING (2.6202502 39.5672361, 2.620339 39.5673428, 2.6203715 39.56741, 2.6204228 39.5674271, 2.6205514 39.5675169)",,,,41.735,no,,,"03/11/2020, 19:57:46"
276,317813066,317813046,False,,,0.3333333333333333,path,1,,216998778,"LINESTRING (2.6202502 39.5672361, 2.6201683 39.5671379, 2.6200543 39.5670356, 2.6199269 39.5670087, 2.619851 39.5669821)",,,,46.446999999999996,,,,"03/11/2020, 19:57:46"
277,1402519889,1357643998,False,,,0.3333333333333333,footway,1,,119432568,,,,,9.562,,,,"03/11/2020, 19:57:46"
278,1402519889,1357644018,False,,,0.3333333333333333,footway,1,,119432568,"LINESTRING (2.6170253 39.5615733, 2.6169935 39.561693, 2.6170379 39.5620565, 2.6171091 39.5622039, 2.6173448 39.5624953)",,,,109.85999999999999,,,,"03/11/2020, 19:57:46"
279,1402519889,699940199,False,,,0.3333333333333333,footway,1,,126532331,"LINESTRING (2.6170253 39.5615733, 2.617245 39.561679, 2.6173966 39.5617079, 2.6175154 39.5617291)",,,,46.040000000000006,,,,"03/11/2020, 19:57:46"
280,699940179,299530873,False,,,0.3333333333333333,residential,1,,55697928,,,,,18.893,,carrer de Bartomeu Pons i Coll,,"03/11/2020, 19:57:46"
281,699940179,302770186,False,,,0.3333333333333333,residential,1,,55697928,"LINESTRING (2.6196176 39.5581468, 2.6195013 39.5582469, 2.6192864 39.5583055, 2.6186957 39.5584367, 2.6186017 39.5584643, 2.6185301 39.5584436, 2.6185301 39.5583953, 2.6185703 39.55834, 2.6186017 39.5582917, 2.6185748 39.5582572, 2.6185166 39.5582503, 2.618351 39.5582434, 2.6179124 39.5582365, 2.616798 39.5581227, 2.6165294 39.5580709, 2.6161741 39.5578361)",,,,342.367,,carrer de Bartomeu Pons i Coll,,"03/11/2020, 19:57:46"
282,699940179,1710662640,True,,yes,0.3333333333333333,residential,1,,"[55697929, 55697933, 55697926]","LINESTRING (2.6196176 39.5581468, 2.6198101 39.5580674, 2.6198907 39.5580053, 2.6200066 39.5579482, 2.6203289 39.5579362, 2.6203874 39.5579481, 2.6209559 39.5581088, 2.6210285 39.5581246)",,,,131.503,,,,"03/11/2020, 19:57:46"
283,392292694,368237162,True,,,1.0,residential,1,,32725140,"LINESTRING (2.6239638 39.5635029, 2.6246899 39.5647692, 2.6247716 39.5651351)",,,,195.23499999999999,,Carrer de Josep Villalonga,,"03/11/2020, 19:57:46"
284,317813079,317813066,False,,,0.3333333333333333,track,1,,108910151,"LINESTRING (2.6205514 39.5675169, 2.6204228 39.5674271, 2.6203715 39.56741, 2.620339 39.5673428, 2.6202502 39.5672361)",,,,41.735,no,,,"03/11/2020, 19:57:46"
285,317813079,317813125,False,,,0.3333333333333333,track,1,,108910151,"LINESTRING (2.6205514 39.5675169, 2.6207047 39.5676076, 2.6209132 39.5677037, 2.6210849 39.5677998, 2.6212723 39.5678524, 2.6213934 39.5679448, 2.6214662 39.5680187, 2.6215269 39.5680389, 2.6216206 39.568041, 2.6217334 39.5681397, 2.6217716 39.5682162, 2.6218438 39.5682997, 2.6219719 39.5683555)",,,,158.808,no,,,"03/11/2020, 19:57:46"
286,317813079,2263220453,False,,,0.3333333333333333,footway,1,,117626258,"LINESTRING (2.6205514 39.5675169, 2.6210348 39.5673733, 2.6212109 39.5672974, 2.6215649 39.567165, 2.6218054 39.5670962, 2.6221443 39.5670079, 2.6224018 39.5669831, 2.6228095 39.5670658, 2.6229529 39.5670084, 2.6230066 39.5669688)",,,,226.68099999999998,,Sender de llevant,,"03/11/2020, 19:57:46"
287,699940183,699940184,False,,,0.3333333333333333,residential,1,,55697924,,,,,48.441,,Carrer del Duc,,"03/11/2020, 19:57:46"
288,699940183,699940283,False,,,0.3333333333333333,residential,1,,55697924,,,,,60.233,,Carrer del Duc,,"03/11/2020, 19:57:46"
289,699940183,699940286,False,,,0.3333333333333333,residential,1,,55697925,,,,,37.414,,Carrer de Rubert,,"03/11/2020, 19:57:46"
290,699940184,699940183,False,,,0.5,residential,1,,55697924,,,,,48.441,,Carrer del Duc,,"03/11/2020, 19:57:46"
291,699940184,699940293,True,,,0.5,residential,1,,44060130,"LINESTRING (2.6196405 39.5596312, 2.6200081 39.5593512, 2.6202651 39.5592059)",,,,71.621,,Carrer del Polvorí,,"03/11/2020, 19:57:46"
292,6871774562,392292694,True,,,0.5,residential,1,,32725140,,,,,7.299,,Carrer de Josep Villalonga,,"03/11/2020, 19:57:46"
293,6871774562,317810443,True,,,0.5,residential,1,,28913209,"LINESTRING (2.6239344 39.5634413, 2.6238638 39.5636018, 2.6238274 39.5636678, 2.6237949 39.5637297, 2.6237575 39.5637827, 2.6236768 39.5638344, 2.623588 39.5638846, 2.6235043 39.5639192, 2.62336 39.5639666)",,,40,80.975,,Carrer de Bellver,,"03/11/2020, 19:57:46"
294,699940199,699940344,False,,,0.3333333333333333,service,1,,55697921,"LINESTRING (2.6175154 39.5617291, 2.6174306 39.561837, 2.6174396 39.561906)",,,,21.739,designated,Carretera antiga,,"03/11/2020, 19:57:46"
295,699940199,560055784,False,,,0.3333333333333333,service,1,,55697921,"LINESTRING (2.6175154 39.5617291, 2.6177199 39.5615436, 2.6180722 39.5613331, 2.6181798 39.5612237, 2.6183016 39.5610812, 2.6185409 39.560959, 2.6186607 39.5609133, 2.6188004 39.5607789, 2.6190889 39.5603543, 2.6194012 39.5598573)",,,,269.442,designated,Carretera antiga,,"03/11/2020, 19:57:46"
296,699940199,1402519889,False,,,0.3333333333333333,footway,1,,126532331,"LINESTRING (2.6175154 39.5617291, 2.6173966 39.5617079, 2.617245 39.561679, 2.6170253 39.5615733)",,,,46.04,,,,"03/11/2020, 19:57:46"
297,6370993512,302770185,False,,,0.3333333333333333,tertiary,1,,34176488,,Ma-1046,,40,27.733,,Carrer de Francesc Vidal Sureda,,"03/11/2020, 19:57:46"
298,6370993512,6370993513,False,,,0.3333333333333333,footway,1,,680426087,,,,,22.352,,106,,"03/11/2020, 19:57:46"
299,6370993512,700015898,False,,,0.3333333333333333,tertiary,1,,34176488,"LINESTRING (2.6152418 39.5579805, 2.6154414 39.5579493, 2.6160511 39.5578549)",Ma-1046,,40,70.773,,Carrer de Francesc Vidal Sureda,,"03/11/2020, 19:57:46"
300,6370993513,6370993512,False,,,1.0,footway,1,,680426087,,,,,22.352,,106,,"03/11/2020, 19:57:46"
301,699940203,1357644001,False,,,0.3333333333333333,path,1,,488473699,,,,,16.655,,,,"03/11/2020, 19:57:46"
302,699940203,699940207,False,,,0.3333333333333333,service,1,,55697921,"LINESTRING (2.6180924 39.5617359, 2.6183175 39.5617122, 2.6185665 39.5615779)",,,,45.527,designated,Carretera antiga,,"03/11/2020, 19:57:46"
303,699940203,699940346,False,,,0.3333333333333333,service,1,,55697921,"LINESTRING (2.6180924 39.5617359, 2.6178214 39.5617628, 2.6176728 39.5618504, 2.6175222 39.5619018)",,,,53.578,designated,Carretera antiga,,"03/11/2020, 19:57:46"
304,699940207,699940217,False,,,0.3333333333333333,service,1,,55697921,"LINESTRING (2.6185665 39.5615779, 2.6187193 39.5614891, 2.6189203 39.5613751, 2.6191033 39.5612766, 2.6192969 39.5611906)",,,,76.082,designated,Carretera antiga,,"03/11/2020, 19:57:46"
305,699940207,699940203,False,,,0.3333333333333333,service,1,,55697921,"LINESTRING (2.6185665 39.5615779, 2.6183175 39.5617122, 2.6180924 39.5617359)",,,,45.527,designated,Carretera antiga,,"03/11/2020, 19:57:46"
306,699940207,1357644001,False,,,0.3333333333333333,footway,1,,121228357,"LINESTRING (2.6185665 39.5615779, 2.618516 39.5616905, 2.6183645 39.5617752, 2.6181231 39.5618838)",,,,53.251,,,,"03/11/2020, 19:57:46"
307,699940217,560055797,False,,,0.3333333333333333,track,1,,44060131,"LINESTRING (2.6192969 39.5611906, 2.6197458 39.5609853, 2.6201265 39.5607736, 2.6205553 39.5605528, 2.6207434 39.5605709, 2.6208959 39.5606459)",,,,160.94600000000003,,Camí del polvorí,,"03/11/2020, 19:57:46"
308,699940217,699940207,False,,,0.3333333333333333,service,1,,55697921,"LINESTRING (2.6192969 39.5611906, 2.6191033 39.5612766, 2.6189203 39.5613751, 2.6187193 39.5614891, 2.6185665 39.5615779)",,,,76.082,designated,Carretera antiga,,"03/11/2020, 19:57:46"
309,699940217,2277558426,False,,,0.3333333333333333,service,1,,117629091,"LINESTRING (2.6192969 39.5611906, 2.6196658 39.5611563, 2.6198232 39.561163, 2.619998 39.5612102, 2.6201728 39.5612641, 2.6202865 39.561318, 2.6203705 39.5613663)",,,,97.80800000000002,designated,Carretera antiga / Camí del polvorí,,"03/11/2020, 19:57:46"
310,368249216,1404437785,False,,,0.5,tertiary,1,,374831343,,,,50,6.886,,Avinguda de Joan Miró,,"03/11/2020, 19:57:46"
311,368249216,699940327,False,,,0.5,tertiary,1,,374831343,,,,50,74.807,,Avinguda de Joan Miró,,"03/11/2020, 19:57:46"
312,317813125,317813079,False,,,0.3333333333333333,track,1,,108910151,"LINESTRING (2.6219719 39.5683555, 2.6218438 39.5682997, 2.6217716 39.5682162, 2.6217334 39.5681397, 2.6216206 39.568041, 2.6215269 39.5680389, 2.6214662 39.5680187, 2.6213934 39.5679448, 2.6212723 39.5678524, 2.6210849 39.5677998, 2.6209132 39.5677037, 2.6207047 39.5676076, 2.6205514 39.5675169)",,,,158.808,no,,,"03/11/2020, 19:57:46"
313,317813125,2263220476,False,,,0.3333333333333333,track,1,,108910151,"LINESTRING (2.6219719 39.5683555, 2.6221401 39.5684796, 2.6222563 39.5685376, 2.6223195 39.5685441, 2.622434 39.568639, 2.6224921 39.5687457, 2.6225007 39.5688432, 2.6223999 39.5689986, 2.6222779 39.569068, 2.6221288 39.5691649, 2.6221332 39.5692251, 2.6221385 39.5692713)",,,,136.32600000000002,no,,,"03/11/2020, 19:57:46"
314,317813125,2263220453,False,,,0.3333333333333333,path,1,,216998775,"LINESTRING (2.6219719 39.5683555, 2.6223688 39.5682454, 2.622475 39.5681936, 2.6225989 39.5681581, 2.6226626 39.568049, 2.6226732 39.567888, 2.6226307 39.5677707, 2.6227794 39.5676343, 2.6228714 39.5675197, 2.6228714 39.5674242, 2.6229245 39.5673232, 2.622967 39.5672441, 2.6230059 39.5671513, 2.6230165 39.5670667, 2.6230066 39.5669688)",,,,201.29899999999998,,,,"03/11/2020, 19:57:46"
315,302768519,358023643,False,,,0.5,tertiary,1,,32899497,,,,40,90.652,,Carrer de Son Armadans,,"03/11/2020, 19:57:46"
316,302768519,699940408,False,,,0.5,tertiary,1,,32899497,,,,40,19.579,,Carrer de Son Armadans,,"03/11/2020, 19:57:46"
317,1342070151,940376731,False,,,0.3333333333333333,footway,1,,117629794,"LINESTRING (2.6163168 39.5641667, 2.6164284 39.564107, 2.6165603 39.564039)",,,,25.246000000000002,,Sender de ses pedreres,,"03/11/2020, 19:57:46"
318,1342070151,1261877474,False,,,0.3333333333333333,footway,1,,117629794,"LINESTRING (2.6163168 39.5641667, 2.6160716 39.5643302, 2.6158418 39.5644727)",,,,53.072,,Sender de ses pedreres,,"03/11/2020, 19:57:46"
319,1342070151,1342070162,False,,,0.3333333333333333,footway,1,,121228359,"LINESTRING (2.6163168 39.5641667, 2.6163811 39.5640587, 2.6164602 39.5639129)",,,,30.787,,,,"03/11/2020, 19:57:46"
320,1342070162,1342070151,False,,,0.3333333333333333,footway,1,,121228359,"LINESTRING (2.6164602 39.5639129, 2.6163811 39.5640587, 2.6163168 39.5641667)",,,,30.787,,,,"03/11/2020, 19:57:46"
321,1342070162,4807661765,False,,,0.3333333333333333,footway,1,,121228359,"LINESTRING (2.6164602 39.5639129, 2.6164226 39.5638592, 2.6164601 39.5637858, 2.6165353 39.5637186, 2.6165728 39.5635697, 2.6165675 39.5635201, 2.6164723 39.5634022, 2.616251 39.5633133, 2.6160645 39.5632751, 2.6159613 39.5632761, 2.6156233 39.5632595, 2.6154999 39.5632637, 2.6154276 39.5632678, 2.6153927 39.5632471, 2.6153752 39.5631644, 2.6155937 39.5630045, 2.6158004 39.5626392, 2.6158325 39.5625441, 2.6159184 39.5624779, 2.6159773 39.5624256, 2.6161189 39.562409, 2.6161651 39.5623993, 2.6162671 39.5623042, 2.61631 39.5622215, 2.6165406 39.5618989, 2.616605 39.5616839, 2.6167123 39.5614978, 2.6167545 39.5614584)",,,,401.98900000000003,,,,"03/11/2020, 19:57:46"
322,1342070162,940376731,False,,,0.3333333333333333,footway,1,,488473697,"LINESTRING (2.6164602 39.5639129, 2.6165137 39.5639629, 2.616507 39.5640219, 2.6165603 39.564039)",,,,18.741999999999997,,,,"03/11/2020, 19:57:46"
323,2776043923,693608673,False,,,0.3333333333333333,pedestrian,1,,218519358,"LINESTRING (2.6193914 39.5634379, 2.6194431 39.5634688, 2.6195227 39.5635239, 2.6196116 39.5635952, 2.6196953 39.5637075, 2.6197551 39.5637388, 2.6197673 39.5638594, 2.6197113 39.5639031, 2.6196254 39.5640312, 2.6195347 39.5640826, 2.6194688 39.5640955, 2.6194533 39.5641841)",,,,108.11,,,,"03/11/2020, 19:57:46"
324,2776043923,693608600,False,,,0.3333333333333333,pedestrian,1,,218519358,"LINESTRING (2.6193914 39.5634379, 2.6193451 39.5634102, 2.6192463 39.5634121, 2.6191584 39.5634464, 2.6190663 39.5634987, 2.6189836 39.5635702, 2.618893 39.5636596, 2.6188458 39.5636898, 2.6187876 39.5637367, 2.6187545 39.5637992, 2.6187933 39.5638448, 2.6188958 39.5639129, 2.618959 39.5639801, 2.6189801 39.5640472, 2.6190161 39.5640993, 2.6190559 39.5641338)",,,,121.264,,,,"03/11/2020, 19:57:46"
325,2776043923,2776099595,False,,,0.3333333333333333,"['steps', 'footway']",1,2,"[272670824, 272670825, 272670823]","LINESTRING (2.6193914 39.5634379, 2.6194298 39.5633951, 2.6194066 39.5633724, 2.6193718 39.5633553, 2.6193276 39.5633489, 2.619295 39.563348, 2.6192634 39.5633529, 2.6192276 39.5633651, 2.6192086 39.5633433, 2.6191612 39.5632514, 2.6191591 39.5632156)",,,,43.208999999999996,,,,"03/11/2020, 19:57:46"
326,1225506208,4224320608,True,,,0.5,residential,1,,32726106,,,,,100.8,,Carrer de la Mare de Deu de la Bonanova,,"03/11/2020, 19:57:46"
327,1225506208,3931423500,False,,,0.5,residential,1,,389984623,,,,,52.89,,Carrer d'Andreu Vidal,,"03/11/2020, 19:57:46"
328,772164008,317812912,False,,,0.3333333333333333,service,1,,28913499,"LINESTRING (2.6196431 39.5641909, 2.6196169 39.5642739, 2.619567 39.5643351, 2.6194941 39.5643859, 2.6194028 39.5644343, 2.6192997 39.5644663, 2.6192229 39.5645233, 2.6191942 39.5645663, 2.619156 39.5646198, 2.6191306 39.5646728)",,driveway,,72.57600000000001,no,,,"03/11/2020, 19:57:46"
329,772164008,693608673,False,,yes,0.3333333333333333,"['pedestrian', 'steps', 'footway']",1,,"[55170720, 218519357, 55170710]","LINESTRING (2.6196431 39.5641909, 2.6195892 39.5641875, 2.6195134 39.5641859, 2.6194533 39.5641841)",,,,16.291999999999998,,,,"03/11/2020, 19:57:46"
330,772164008,293027764,False,,,0.3333333333333333,"['steps', 'footway']",1,,"[55170720, 28913366]","LINESTRING (2.6196431 39.5641909, 2.6198421 39.5642059, 2.6199434 39.564217)",,,,25.911,,,,"03/11/2020, 19:57:46"
331,368244146,368243994,False,,,0.3333333333333333,residential,1,,32726131,,,,,49.407,,Carrer de Neptú,,"03/11/2020, 19:57:46"
332,368244146,3931423498,False,,,0.3333333333333333,residential,1,,32726131,"LINESTRING (2.6033426 39.5640528, 2.603299 39.5634647, 2.6033591 39.5634465, 2.6034179 39.563404)",,,,77.94500000000001,,Carrer de Neptú,,"03/11/2020, 19:57:46"
333,368244146,4224320608,False,,,0.3333333333333333,"['footway', 'residential']",1,,"[32726134, 422698663]","LINESTRING (2.6033426 39.5640528, 2.6043449 39.5633315, 2.6046315 39.5636023)",,,,156.4,,Carrer de Natacha Rambova,,"03/11/2020, 19:57:46"
334,699940277,304661509,True,,,0.5,residential,1,,158951264,,,,,132.189,,Carrer de Robert Graves,,"03/11/2020, 19:57:46"
335,699940277,699940297,False,,,0.5,steps,1,,158956540,,,,,68.005,yes,Carrer de Rubert,,"03/11/2020, 19:57:46"
336,699940280,368237463,False,,,0.5,tertiary,1,,374831343,"LINESTRING (2.6244297 39.5584676, 2.6244627 39.5582767, 2.6244809 39.558164, 2.6244809 39.558136, 2.624474 39.5581074, 2.6244609 39.5580788, 2.6244377 39.5580505)",,,50,47.486999999999995,,Avinguda de Joan Miró,,"03/11/2020, 19:57:46"
337,699940280,368237462,False,,,0.5,tertiary,1,,374831343,"LINESTRING (2.6244297 39.5584676, 2.6243288 39.5589599, 2.6243271 39.5589702, 2.6242331 39.559449)",,,50,110.423,,Avinguda de Joan Miró,,"03/11/2020, 19:57:46"
338,699940283,699940183,False,,,1.0,residential,1,,55697924,,,,,60.233,,Carrer del Duc,,"03/11/2020, 19:57:46"
339,699940286,699940289,False,,,0.3333333333333333,residential,1,,55697925,,,,,47.854,,Carrer de Rubert,,"03/11/2020, 19:57:46"
340,699940286,699940183,False,,,0.3333333333333333,residential,1,,55697925,,,,,37.414,,Carrer de Rubert,,"03/11/2020, 19:57:46"
341,699940286,699940293,False,,,0.3333333333333333,residential,1,,55697934,,,,,60.353,,Carrer d'Amengual,,"03/11/2020, 19:57:46"
342,699940289,699940291,False,,,0.3333333333333333,residential,1,,55697925,,,,,45.862,,Carrer de Rubert,,"03/11/2020, 19:57:46"
343,699940289,699940286,False,,,0.3333333333333333,residential,1,,55697925,,,,,47.854,,Carrer de Rubert,,"03/11/2020, 19:57:46"
344,699940289,368237287,True,,,0.3333333333333333,residential,1,,158947427,,,,,73.709,,Carrer del Dos de Maig,,"03/11/2020, 19:57:46"
345,699940291,6192358610,True,,,0.3333333333333333,residential,1,,32725140,,,,,51.943,,Carrer de Josep Villalonga,,"03/11/2020, 19:57:46"
346,699940291,699940289,False,,,0.3333333333333333,residential,1,,55697925,,,,,45.862,,Carrer de Rubert,,"03/11/2020, 19:57:46"
347,699940291,699940297,False,,,0.3333333333333333,steps,1,,158956540,,,,,51.843,yes,Carrer de Rubert,,"03/11/2020, 19:57:46"
348,699940293,368237287,True,,,0.5,residential,1,,44060130,,,,,47.614,,Carrer del Polvorí,,"03/11/2020, 19:57:46"
349,699940293,699940286,False,,,0.5,residential,1,,55697934,,,,,60.353,,Carrer d'Amengual,,"03/11/2020, 19:57:46"
350,699940295,699940297,True,,,0.3333333333333333,residential,1,,32725185,,,,40,131.636,,Carrer de la Salut,,"03/11/2020, 19:57:46"
351,699940295,304661509,False,,,0.3333333333333333,steps,1,,32725206,,,,,55.165,,Carrer de Menéndez Pelayo,,"03/11/2020, 19:57:46"
352,699940295,699940315,False,,,0.3333333333333333,steps,1,,32725206,,,,,50.205,,Carrer de Menéndez Pelayo,,"03/11/2020, 19:57:46"
353,699940297,560055786,True,,,0.3333333333333333,residential,1,,32725185,,,,40,70.469,,Carrer de la Salut,,"03/11/2020, 19:57:46"
354,699940297,699940277,False,,,0.3333333333333333,steps,1,,158956540,,,,,68.005,yes,Carrer de Rubert,,"03/11/2020, 19:57:46"
355,699940297,699940291,False,,,0.3333333333333333,steps,1,,158956540,,,,,51.843,yes,Carrer de Rubert,,"03/11/2020, 19:57:46"
356,1702449610,368249141,True,,,1.0,residential,1,,32725185,,,,40,152.138,,Carrer de la Salut,,"03/11/2020, 19:57:46"
357,317813195,317813354,False,,,0.3333333333333333,track,1,,28913707,"LINESTRING (2.623069 39.5691694, 2.6231534 39.5692225, 2.6231923 39.5692617, 2.6232068 39.569324, 2.6231893 39.5693529, 2.6231421 39.5694011, 2.6229908 39.5694627, 2.6228295 39.5695655, 2.6226391 39.5696862, 2.6224665 39.5697376, 2.6224357 39.5697441, 2.6223777 39.5697791, 2.6223028 39.5697844, 2.6222287 39.5697796, 2.6221602 39.5697698, 2.6220386 39.5697219, 2.6219305 39.5696898, 2.6217654 39.5696414, 2.621588 39.569593, 2.6214945 39.5695627, 2.621202 39.5695821, 2.621055 39.5695821, 2.6209129 39.5695616, 2.620698 39.5694216, 2.6205465 39.5692601, 2.6203322 39.5690948, 2.619953 39.5688369)",,,,356.928,,,,"03/11/2020, 19:57:46"
358,317813195,1248507104,False,2,,0.3333333333333333,residential,1,,108909677,"LINESTRING (2.623069 39.5691694, 2.6232045 39.5691094, 2.6232842 39.5690373, 2.6233783 39.5689478, 2.6234203 39.5688058, 2.6234635 39.5685777, 2.6234818 39.5683562, 2.6235541 39.5673438)",,,40,215.988,,,,"03/11/2020, 19:57:46"
359,317813195,2263220476,False,2,,0.3333333333333333,residential,1,,108909677,"LINESTRING (2.623069 39.5691694, 2.6228094 39.5692235, 2.6221385 39.5692713)",,,40,80.803,,,,"03/11/2020, 19:57:46"
360,699940305,560055800,False,,,0.3333333333333333,footway,1,,488473727,,,,,12.409,,,,"03/11/2020, 19:57:46"
361,699940305,2277563310,False,,,0.3333333333333333,service,1,,117629091,"LINESTRING (2.6203272 39.5615849, 2.6201826 39.5616019, 2.6200592 39.561655, 2.6200479 39.5617056, 2.6200604 39.5617844, 2.620069 39.5618603, 2.6201157 39.5620401, 2.6201466 39.5622413, 2.6201217 39.5624754, 2.6200349 39.562645, 2.6199854 39.5627871, 2.6199073 39.5629611, 2.6198954 39.5632363)",,,,204.42599999999996,designated,Carretera antiga / Camí del polvorí,,"03/11/2020, 19:57:46"
362,699940305,2277558426,False,,,0.3333333333333333,service,1,,117629091,"LINESTRING (2.6203272 39.5615849, 2.6204099 39.5615566, 2.620408 39.5614472, 2.6203705 39.5613663)",,,,29.475,designated,Carretera antiga / Camí del polvorí,,"03/11/2020, 19:57:46"
363,358023643,699940400,False,,,0.3333333333333333,tertiary,1,,32899497,,,,40,80.203,,Carrer de Son Armadans,,"03/11/2020, 19:57:46"
364,358023643,302768519,False,,,0.3333333333333333,tertiary,1,,32899497,,,,40,90.652,,Carrer de Son Armadans,,"03/11/2020, 19:57:46"
365,358023643,699940405,False,,,0.3333333333333333,residential,1,,55697940,"LINESTRING (2.6252447 39.5686041, 2.6243938 39.5686425, 2.6244945 39.5696172)",,,,181.786,,Carrer de l'Almirall Cervera,,"03/11/2020, 19:57:46"
366,699940315,699940320,True,,,0.3333333333333333,residential,1,,32725140,,,,,123.541,,Carrer de Josep Villalonga,,"03/11/2020, 19:57:46"
367,699940315,699940295,False,,,0.3333333333333333,steps,1,,32725206,,,,,50.205,,Carrer de Menéndez Pelayo,,"03/11/2020, 19:57:46"
368,699940315,368237286,False,,,0.3333333333333333,steps,1,,32725206,,,,,45.592,,Carrer de Menéndez Pelayo,,"03/11/2020, 19:57:46"
369,699940317,699940320,False,,,0.5,residential,1,,55697935,,,,,45.656,,Carrer de Lleó,,"03/11/2020, 19:57:46"
370,699940317,368237286,True,,,0.5,residential,1,,158947427,,,,,125.734,,Carrer del Dos de Maig,,"03/11/2020, 19:57:46"
371,699940320,368237432,True,,,0.5,residential,1,,32725140,,,,,131.92,,Carrer de Josep Villalonga,,"03/11/2020, 19:57:46"
372,699940320,699940317,False,,,0.5,residential,1,,55697935,,,,,45.656,,Carrer de Lleó,,"03/11/2020, 19:57:46"
373,699940322,699940295,True,,,0.5,residential,1,,32725185,,,,40,120.85,,Carrer de la Salut,,"03/11/2020, 19:57:46"
374,699940322,699940320,True,,,0.5,residential,1,,158947435,,,,,48.703,,Carrer de Lleó,,"03/11/2020, 19:57:46"
375,560055781,699940184,True,,,0.5,residential,1,,44060130,,,,,19.188,,Carrer del Polvorí,,"03/11/2020, 19:57:46"
376,560055781,560055784,False,,,0.5,footway,1,,44060132,,,,,13.526,,,,"03/11/2020, 19:57:46"
377,699940325,304661510,True,,,0.5,residential,1,,158951264,,,,,98.919,,Carrer de Robert Graves,,"03/11/2020, 19:57:46"
378,699940325,699940322,True,,,0.5,residential,1,,158947435,"LINESTRING (2.6239214 39.5610582, 2.6233936 39.5612624, 2.6232911 39.5613049)",,,,60.601,,Carrer de Lleó,,"03/11/2020, 19:57:46"
379,699940327,699940393,True,,,0.3333333333333333,residential,1,,55697922,,,,,37.562,,Carrer del Brigadier Joaquín Ruiz de Porras,,"03/11/2020, 19:57:46"
380,699940327,368249216,False,,,0.3333333333333333,tertiary,1,,374831343,,,,50,74.807,,Avinguda de Joan Miró,,"03/11/2020, 19:57:46"
381,699940327,254956145,False,,,0.3333333333333333,tertiary,1,,374831343,,,,50,34.432,,Avinguda de Joan Miró,,"03/11/2020, 19:57:46"
382,560055784,560055781,False,,,0.2,footway,1,,44060132,,,,,13.526,,,,"03/11/2020, 19:57:46"
383,560055784,560055797,False,,,0.2,footway,1,,44060132,"LINESTRING (2.6194012 39.5598573, 2.619877 39.5600524, 2.6202478 39.5601155, 2.620952 39.5604559, 2.6209922 39.5605212, 2.6208959 39.5606459)",,,,174.179,,,,"03/11/2020, 19:57:46"
